7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	3
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	4
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	5
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	6
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
7	8	7
